Name,Centrality,Community,node_id
我在学校的配音大赛配了京剧猫！！！！,17,4,5990
胖猫原生家庭的问题也是造谣，实际上人家家庭很正常。,1,4,5991
面对法环版王城双弓，团子使出天才计谋，弹幕直呼不可战胜,1,4,5992
江西衡水村发生特大爆炸事件,1,4,5993
家长为上清华还是北大发愁，张雪峰直接懵了,1,4,5994
11月29日#陕西西安 女子排队时礼让孕妇主动走到队尾，没想到排队的人纷纷走到队尾。#心存善意的人也会被别人抱以善意 #女子礼让孕妇反被大家礼让,1,4,5995
姜萍事件央视某音评论区现状图片版,15,1,5996
道长教你挑房子,1,1,5997
“愿你以梦为马，不负韶华，高考加油！”,1,1,5998
最新情况！姜萍决赛视频曝光！！我们欠她一个道歉！！-,1,1,5999
首次踏入中国深圳的城中村 这里环境跟食物让我惊呆..,1,1,6000
《鸣潮》共鸣者「今汐」展示PV丨清平之愿,16,9,6001
培养闺蜜上清华第78天,1,9,6002
大连外国语大学！大型纪录片《国服第一男枪射手》,1,9,6003
考个双非的研究生，你也好意思拿出来说？,1,9,6004
不准咱就多练,1,9,6005
“学校”能有多厉害？,1,9,6006
张雪峰评价北京大学韦神韦东奕！,1,9,6007
「酸甜苦辣，风雨兼程」,1,9,6008
双非上岸北大，研究生录取通知书终于到了！,1,9,6009
工作后拿父母钱是无情势利吗？,1,9,6010
北大数学教授邀请姜萍同学访问北大,1,9,6011
涟水广场户外大屏，轮播姜萍获奖喜报，网友专程到现场拍照打卡,1,9,6012
上交大邀请姜萍讲题被支持者骂,1,9,6013
你笑阿姨年级大，阿姨笑你眼光差,1,9,6014
“一层之隔 恍如隔世”,17,13,6015
警方认定网红提子用濒危大白鲨做美食,1,13,6016
又是谁的一辈子,1,13,6017
【企业家系列】面相分析-刘銮雄,1,13,6018
【存档】“孙呱9.18”事件引出者“jing”的推特内容（看不懂日文，貌似就是个推广员）,1,13,6019
“遥控庭审”事件通报一出，法律圈哗然，举报律师恐面临行政处罚,1,13,6020
“天才，只是见我的门槛”,1,13,6021
祖国统一，势不可挡！中国台湾省,1,13,6022
致敬时代: 80后何教授的高考记忆,1,13,6023
【天才简史-黎曼】悬赏100万美元的“黎曼猜想”有多难？听懂就已经很难了！,1,13,6024
【曾仕强】天才，人才，鬼才有什么不同？！,1,13,6025
新中国第一篇满分作文《赤兔之死》#高考那些事#青春记忆,1,13,6026
这点小爱好都要被剥夺吗,1,13,6027
失踪人口回归，带来一道高难度几何复健题，感谢各位的支持！,1,13,6028
【已换源】北理工电控组长由于模电实验开卷考试时忘带教材导致做不出实验被迫退队，看哭一众RMER😭,1,13,6029
【姜萍事件番外】，这就是天才的轨迹，面对镜头，说话伶俐，思维活跃,1,13,6030
大抽象时代！张子豪diss法老！张子豪 - 鼠来Bow【韵脚检查】,1,13,6031
大家好 我是ReoNa！今天我注册了bilibili的官方账号！,18,4,6032
姜萍决赛成绩：可能看不到了！,1,4,6033
42亿“救命钱”泡汤，唯一金主跑路，许家印失去最后的资本,1,4,6034
姜萍父亲采访，不知为何没夸姜萍数学方面的天赋,1,4,6035
《金刚经》里藏着人生的九大终极真相！如果你感到烦恼不快乐，请拿出来读一读！,1,4,6036
姜萍老师手抖脚抖，造假实锤！,1,4,6037
本书经典人物陶铸——八转杀招困双尊，玄光初现天下震,9,3,6038
售后维修要800元，数码小白自己修电脑，花10元买配件完美解决,1,3,6039
金达莱花再次绽放,1,3,6040
言传身教！九一八防空警报响起，父母教1岁半宝宝肃立默哀,19,2,6041
大型纪录片《毕业生嫌多新生儿嫌少》为您播出！,1,2,6042
【杂谈Rayy评】新概念数学天才姜萍？数学专业普通学生带你吃瓜 | 大学数学专业报考建议,1,2,6043
黑客曝光孙维与室友同学的邮件，疑似更大阴谋浮出水面,3,5,6044
大型纪录片《江苏十三太保》震撼播出！散装苏到底有多散？,17,1,6045
【数学奥赛】衡中学子珍藏的赵斌老师的代数课！快来白嫖！（2/4）,1,1,6046
小白厚着脸皮想跟上车出门，被强行劝,1,1,6047
胡先煦疯狂转移话题！胡先煦问杨祐宁“要给自己介绍对象”？,1,1,6048
实不相瞒，我的结婚对象是包分配的，“我找到个家了”，“我不可怜，我命好”，“你就会像哄小孩一样哄我”【牧马人】【朱时茂&丛珊|许灵均&李秀芝】,1,1,6049
中新足球赛谁会是冠军,18,12,6050
三科老师的测评课,1,12,6051
这是一位…女生,1,12,6052
姜萍采访全程ai情绪识，理性看待，稍后我会发一个孙金元的做对比,1,12,6053
教师VLOG｜做我的学生不要太幸福！！！,1,12,6054
请选择你们的老婆,1,12,6055
革命与社会主义，是女权运动的唯一底色（二）：批判资本主义女权与封建主义男权,1,12,6056
dy发姜萍中专数学83他是真限流,1,12,6057
“当你迷茫的时候，来听听毛爷爷的讲话。”,1,12,6058
嫦娥六号成功着陆月球背面，外媒报道有多羡慕？全球瞩目太牛了！,1,12,6059
选前面两个还是后面两个？,1,12,6060
男子挑战让女友“吃翔”，卸了花了4小时画的妆，吃活马蜂，真是作死界牛人，佩服！,1,12,6061
猛然惊醒！女生去健身房真的有点亏啊！,1,12,6062
中国共产党党员总数达9918.5万名,1,12,6063
最近来自IT界的我最喜欢的新闻之一,1,12,6064
女子晒15岁194的儿子，妈妈：带着30块钱 迈着自信的步伐出去玩了，“嗯？几个小时过去了还没到二十,14,98,6065
姜萍全球数学竞赛第12名，外媒咋报道的？希望祖国涌现更多人才！,1,98,6066
驳斥达摩院与姜萍事件中“自证陷阱”一说 - JoKer,1,98,6067
姜萍是我们的未来之光，真正的天赋需要发现，不同的渠道去发现人才，这才是真正的用才之路,1,98,6068
当你的游戏群 出了三个高考650➕,1,98,6069
配角比主角难演一万倍！这部剧主角只需要坐着,1,98,6070
好心人，能不能进来看看，救救我妈妈，水滴筹在评论区,1,98,6071
感恩魂私藏完整的一套鬼仔变身音效，代哥有病,1,98,6072
上海法拉利F8高架上自燃半身报废，车主发声：疑代驾挂一档致自燃,1,98,6073
Ronely就是冠心病本人的实锤证据,1,98,6074
“她明明还在冰上翩翩起舞，却已被人们宣告没了希望”,1,98,6075
关于我把斐济杯寄学校被老师偷了这件事,1,98,6076
主公牺牲自己，直接自爆，震惊众人，将无惨炸至重伤不成人样,1,98,6077
大侠立志传6月25日更新 东南地区全攻略！八级奔雷掌+翻云遮天手+贯云指+绕梁+墨鸢+磐龙剑,1,98,6078
6月21日，伯力至海参崴高速路段，一只1岁多的虎崽被撞死。这只虎崽是否和母虎在一起（这个年龄段应该在一起）仍然未知,1,98,6079
【最强大脑，实锤剧本后续】为宇宙记忆之神正名！郭菲蓉是否需要，参加记忆大赛自证，记忆比赛10个项目讲解,20,3,6080
重庆夫妻被卖到“缅甸”对方要求3天筹齐30万元赎金便放人，家属：能凑的都凑了，但只能凑到几万块,1,3,6081
图做好了去dy串姜萍女神!,1,3,6082
【干货】如何取关我,1,3,6083
淄博烧烤受害者锅饼大哥 勺子直接抢冒烟 咬牙切齿表情管理不了一点,1,3,6084
常年带竞赛班的老师是怎么一眼看出天才型选手的?数学竞赛物理竞赛化学竞赛生物竞赛,1,3,6085
阿里巴巴数学竞赛决赛题目，依旧是线上考试，24小时，你能做出来几道题目,1,3,6086
"我被你们喷的,明天打算退网了.得了抑郁症.",1,3,6087
网络上的逆天弔图第300期,1,3,6088
米国恋综《渣男岛》全员Fboy，女嘉宾们的逆后宫剧本 ……,1,3,6089
锐评中专数学天才姜萍热度太高不是好事,1,3,6090
肌肉膨胀之毁灭女孩(有暴力画面，慎入),1,3,6091
大型纪录片《辽宁大学空调传奇》为您播出,1,3,6092
什么是人民民主专政————《论人民民主专政》中的系统论述,17,1,6093
决赛已经结束，黎明即将到来，真相只有一个，希望姜萍事件的真相早点浮出水面。,1,1,6094
intp：在笑了啊,1,1,6095
质疑彻底结束，姜萍涟水同乡熟人匿名爆料全部真相，闹剧就此收尾！,1,1,6096
数学巅峰VS物理巅峰,1,8,6097
姜萍真的是数学天才！！！达摩院wotaoyin教授出来作证了！！！,1,1,6098
多些奉献——为中专的同胞们同学们讲解点招真卷,1,1,6099
【绅士新游】做一名“极品采花郎”,1,1,6100
雪顶拿铁之重庆撒野,1,1,6101
来点姜萍粉丝合订本(估计都是串),1,1,6102
刘雪华版烟雨蒙蒙：梦萍被辱，依萍跳河，方瑜出家，雪姨被关押，全体悲剧,1,1,6103
高考低分上浙大？关于浙大转专业的一切,1,1,6104
敦煌万人大合唱震惊外国人，国外网友：大西北的风情也想领略一下,14,108,6105
盘点全网倒霉的动物，这倒霉程度相当离谱！,1,108,6106
如果妻子为丈夫生孩子难产去世，大部分男人很快就会再婚,1,108,6107
（补档）致敬传奇蜜桃乌龙姜萍,1,108,6108
宇智波一族的天才,1,108,6109
听说高沟的捆蹄是一绝，南京电驴骑行200多公里来涟水高沟买捆蹄,1,108,6110
传统派的老师们都低调点，古墓派八字要成为主流了,1,108,6111
【直播切片】为什么我们不重点反制裁欧洲奢侈品。蛇的七寸到底在哪儿？,1,108,6112
“父母还欠我一套北京的房子 现在该值1000多万了”,1,108,6113
全球质疑姜萍最恶毒的就是舟子。终于有大神站出来给姜萍正名了。把整个答题推演了一遍，证明姜萍确实为自己作答。祝福她，希望我们能有更多的姜萍！,1,108,6114
快速判断这个人旺不旺你,1,108,6115
狂徒,1,108,6116
对经典物理学大厦    或将实施第二轮“战术打击”,1,108,6117
复读16年的唐尚珺，高考结束后直播连线央视记者，讲述16年来高考复读的血与泪。,1,108,6118
露点点，遛鸟鸟，直播卖惨，滑稽结尾？羊爸马卉暴露背后的荒唐事？,1,108,6119
唐尚珺第15次高考：母亲9年前催婚，复读让哥姐生气网友盼大结局,17,1,6120
培养闺蜜上清华第28天,1,1,6121
一个数学问题，征求解答！,13,5,6122
VIP泪目，染色体林韩中cover权志龙，想起当年的世纪大战了！,1,5,6123
“黄金”专业了解一下,20,17,6124
浪费大家10秒钟，妈妈得了白血病，请大家打开看看,1,17,6125
看小说最害怕的事情出现了,1,17,6126
“姜萍”的反转人生,1,17,6127
毛主席的气势无与伦比，这些来自于伟大毛主席那颗永远为人民服务的心，真正的人民领袖无惧一切,1,17,6128
大型纪录片之《怒批崩铁爆率》,1,17,6129
鸡爪蒙恬也是拿到标了，可惜拿不出手了,1,17,6130
《暑假训练营》《军事训练营》《小兵训练营》,1,17,6131
博士离开学术圈会伤心吗？？？真诚发问,1,17,6132
迪丽热巴，水蜜桃仙子，我心动了…,1,17,6133
北大韦东奕13年前获奥数金奖：“题出对路了！”,1,17,6134
传奇选手王富博牢shi锐评盲拧,1,17,6135
中专保送大专 大专考研北京985 今天我来到了北京985之一的北京理工大学,1,17,6136
俞敏洪又道歉：说东方甄选“乱七八糟”是谦虚表达！大家不要当真,1,17,6137
恬豆备战全球数学竞赛！最尊重数学的一集,1,17,6138
宝贝，你已经很棒啦！,2,4,6139
这件事情，如果是假的，最惨的就是姜萍本人了吧,1,4,6140
12月19日 江苏 #那个跟着爸爸送外卖的小女孩有小家了 爸爸：虽然只有60多平，但这是我们的全部。“看着他们一家人嬉笑追逐，我却红了眼眶。”,18,1,6141
《高中物理竞赛》物理竞赛入门合集-2.0难度系数（250课时）,1,1,6142
八字-让你明白什么叫真正的算命,1,1,6143
《这在我们山东就是微辣》,11,1,6144
你是不是歧视台式电脑（高清重置版）,1,1,6145
姜萍:师傅叫我出来见见世面，发现原来我就是世面,1,10,6146
姜萍事件，彻底反转!!!媒体炒作下的一场闹剧,1,1,6147
山东籍消防员重庆灭火牺牲，表姐含泪回忆：弟弟从来都是报喜不报忧,14,4,6148
被两百万人看过后强制下架的视频,1,4,6149
幼儿园开学第一天，孩子大哭不让爸爸离开，网友：好伤感,1,4,6150
【复盘】2024年阿里巴巴数学竞赛决赛（应用与计算数学赛道）,1,4,6151
【全明星】元 素 周 期 汤,1,4,6152
【十分钟】搞清楚 所有 动态平衡 解题方法 共点力平衡,1,4,6153
不敢相信，我居然做出了狮子斩！！！,1,4,6154
姜萍，不接受任何质疑！,1,4,6155
本科搞说唱失败了怎么办,15,3,6156
"神童啊,上个月在学for循环这个月就开发it教学网站",1,3,6157
染色体女团队长真是多才多艺，彭湘蕊未来可期,1,3,6158
中考350分以下千万别上高中了❗  一定提前预约占保底学校 技能升学&技能就业双选择,1,3,6159
苹果因垄断恐遭欧盟千亿罚款，神人罗永浩居然早就预言了一切,1,3,6160
韦神答辩现场！北大韦东奕钻研“千禧年难题”，获达摩院百万奖金,19,1,6161
逆天，语文试卷惊现丁真！！！,1,1,6162
2025武忠祥高数辅导讲义 p54例题 误区(本题题目有误！),1,1,6163
最乱的！奥德彪 蜘诸侠 豁金,1,1,6164
歪果仁、LKS、鸣潮、罗小黑上榜！本周掉粉最快的UP主是？【掉粉周刊#37】,1,1,6165
电瓶哥算啥！长这么大没见过偷车这么嚣张的人！今天你算见到啦！,1,1,6166
女孩抑郁症去精神病院没好转，老中医诊脉辨证：这是痰迷心窍。开窍化痰后心情睡眠都变好了，“关键是要找到病根”,1,1,6167
世上（手柄）打字最快的人,1,1,6168
养育账单 这本账单上记录的不应是金钱财务，而是爱与被爱的快乐,1,1,6169
烟雨蒙蒙：“日记风波”结束，依萍何书桓重归于好,1,1,6170
2024.6.28 白玉兰会客厅《问苍茫》王仁君采访,1,1,6171
diss4：1比赛结束？我怎么觉得刚开始呢！杨和苏《扒底裤》&艾志恒《人上人Pt.2》,1,1,6172
营销号怎么看数学天才事件？,18,2,6173
丈夫不忠，被怀有身孕的妻子撞见，不哭不闹，竟让他后悔终生,1,2,6174
桑杰评价枷锁的元哥，十分认可枷锁的实力,20,1,6175
事件报告：“乌洛波洛斯”,1,1,6176
2013年假军人怒闯公安局劫狱真实影像，事后却被吓的尿了裤子,1,1,6177
一口气听完2018-2024年全网最火的100首歌，这绝对是你听过最全最好听的版本。,1,1,6178
致敬《传奇数学王丁冉》大型纪录片持续为您报道,1,1,6179
【hololive×华为】双厨狂喜，时乃空带货华为智能手表【生肉】,1,1,6180
TikTok国外网友沉迷于中国古镇风景,1,1,6181
姜萍事件，大结局了踢我一下。,1,1,6182
【 Women's VNL 2024 中国香港站】中国 VS 保加利亚【解说嘉宾：李颖】,1,1,6183
2023年12月13日是第十个南京大屠杀死难者国家公祭日。今年已有12位南京大屠杀幸存者离世，登记在册的在世幸存者只剩38人。,1,1,6184
姜萍事件真相大揭秘：终极解释来了！姜萍事件告终：细节揭秘与合理解释。,1,1,6185
李斯意见领袖竟是成龙大哥？生孩子如果是女儿会很麻烦，男孩就还好。弹幕：万一生个郑翔怎么办？李斯：我不是老郑不会的！,1,1,6186
这里有个韩国人见到了爆米花高手！爷爷奶奶太可爱啦！跟他们在一起很幸福~制作爆米花的场景很浪漫呀~而且得到了一个星期的快乐呀 ！,1,1,6187
陶慧敏｜‼️母女背德预警“跟你悬崖上恋爱”‼️有车,5,4,6188
天涯顶级神贴：你有哪些当初没听出来的弦外之音？,7,5,6189
“我那聪慧的徒儿，怎成你口中的逆徒了！”,1,5,6190
2023阿里全球数赛满分金奖瞿霄宇：是少年天才，也是数学“菜鸟”,1,5,6191
我硕士，我不想找工作，我想去干日结当柜姐,1,5,6192
我姐人淡如菊，大圣母绝世顶级恋爱脑严以律家人宽以待外人家里养他到25谈婚论嫁时。,1,5,6193
帝国大厦上面有一条龙。。。。,1,5,6194
姜萍事件进展:三十九名参赛者联名致信要求彻查，为诸位致敬,1,5,6195
培养闺蜜上清华第40天,17,1,6196
张雪峰：这个学校的专业都很值得报！原机械部和电子部直属高校合并而成-北京信息科技大学,1,1,6197
“感谢抖音”“倒闭！”，“感谢bilibili”“倒......”,1,1,6198
依萍的祝福【下】依萍你在做什么啊？弹幕：在坐牢,2,1,6199
阿里数学竞赛预选 压轴题动画详解【manim数学科普】,1,1,6200
顶流211还是末流985，千金难买早知道！,1,1,6201
范丽琴现状？家庭环境都好了,1,1,6202
消费降级+精准风口，拼多多逆袭一飞冲天,1,1,6203
师生恋大家能接受吗？,2,1,6204
美丽国的“小费”文化,18,2,6205
官方确认了，姜萍确实是数学天才,2,2,6206
无形之力：解码宇宙深处的神秘信号,1,2,6207
大型纪录片之《相亲大舞台》持续为您播出！,1,2,6208
查理斯：我家教很好的 ✋,1,2,6209
官方下场锤死僵王博士：一个月速成计算机天才？北大教授炮轰！,19,1,6210
妇女法将确保女厕多于男厕 禁止PUA妇女,1,1,6211
辽宁中考出分，营口率先发布成绩！可以参照一下！不出所料，高实在是高！辽宁其他地区中考家长考生继续等待，别慌，你家孩子分数肯定很好的。,1,1,6212
粉丝跟我吐槽一本小说，我跟着笑了，最后发现是我写的。,2,1,6213
24年高考如何报志愿？AI桂海潮向你推荐北航,2,1,6214
假如郭有才走上北大讲台，你接受吗？网红乱象，高考还有意义吗？,2,1,6215
不会找等于免费小说都是垃圾？不会吧不会吧！,13,23,6216
姜萍中专数学成绩83分属实,1,23,6217
14.14版本-改动介绍:龙王QWER全改动!人马WE加强!莉莉娅被动E削弱!米利欧被QWE改动!,2,23,6218
阜宁县第一高级中学对浙大的拙劣模仿,1,23,6219
娘妻19：丈夫离家多年突然回来，所说所做让妻子崩溃大哭,1,23,6220
方舟子被老罗围堵后，上电视自爆接受过美国基金帮助。,1,23,6221
姜萍的师父王闰秋，来给网友们打预防针了，没有接收到的快来报到,2,23,6222
14：依萍约会意外撞见雪姨，抛下书恒秘密跟踪，两人因此大吵！,1,23,6223
张云龙：今天见到了同学口中的美女同学，当年娜扎入学时说我们学校来了一个很漂亮的女同学（没想到还发了微博）！娜扎：我们一起认识的朋友都跟我说过云龙哥人超级好！！-,3,23,6224
斯拉夫式抽象，太搞了哈哈哈，抽象娱乐视频，懂事的已经艾特好友了😏😏😏,1,23,6225
30年前出国的女星，狼狈回国、客死异乡，自作自受后如今过得怎样,1,23,6226
【独家】《永生之无尽仙途》第1集 偷师学艺 【1月国创】,2,23,6227
"指鼠为鸭,可怕的群体性人格沉沦!",1,23,6228
这个智商只能做虚拟主播了,2,23,6229
新高考数学模拟卷,16,2,6230
网友偶遇韦东奕北大食堂打饭，他怯生生地问打饭师傅的模样，心酸又感动,1,2,6231
其实东方甄选董宇辉和趣店罗老板都没说实话,1,2,6232
3D唯美视觉：为了这一个视频我掉了50根头发，有没有被震撼到,16,1,6233
2024高考622分女孩查成绩当天被逆行电动车撞倒，昏迷至今。,1,1,6234
霍启刚二度当选天津政协委员，他和霍元甲有没有关系？真相来了！,1,1,6235
女孩怎样处理“俄狄浦斯情结”？只需记住一句话。,1,1,6236
高中数学常考恒等变换，记下来，做题不错，节省时间。,1,1,6237
竞赛生都需要这份21天学完高中数学！,1,1,6238
【历史】再谈波尔布特,1,1,6239
猫和老鼠手游猫方强度退化史,1,1,6240
现实世界五夜后宫第14夜通过,1,1,6241
官方警告（二）：尽快删除视频，否则追究法律责任,1,1,6242
全文：特朗普vs拜登 2024年首场电视辩论 (完整无删节),1,1,6243
【何赛飞】张派·貂蝉拜月,20,51,6244
姜萍根本不可能作弊，决赛视频已经流出,1,51,6245
丁肇中：我在密歇根大学翘课无数，没有错过一场橄榄球比赛。我对密歇根大学很感恩，它教育我、支持我。,1,51,6246
⚡嘘~不要告诉王源噢！⚡,1,51,6247
这又是什么圈子,1,51,6248
朱时茂丛珊：拍《牧马人》，谢晋导演教我们“功夫在戏外”,1,51,6249
姜萍数学竞赛被质疑作弊，我愿意相信她没有,1,51,6250
数学大佬质疑姜萍因人身威胁无奈放弃,1,51,6251
夏梦迪和黄夫人谁更强？,1,51,6252
学到研究生数学，才发现学的是空门！超越数令我茫然失措,1,51,6253
完整梳理！一口气看懂「室温超导」事件故事线！,1,51,6254
那个“山坡上找网”的女孩，做了一件比考高分更伟大的事！,1,51,6255
支持姜萍，姜萍没有作弊,1,51,6256
中铁五局拖欠工资被罚,1,51,6257
【天才简史-高斯】高斯究竟有多牛，看完之后怀疑人生！快进来膜拜吧！,1,51,6258
财政部半夜出成绩，网友：因为这个时间家里都有人,1,51,6259
什么时候饺子皮成了女生的隐私,1,51,6260
中公教育的那些事，个人观点：还记着中公创始人捐10个亿的那件事，现在想想那是多少考生和股民的钱，要服务好，不是向考生和给股民耍手段,1,51,6261
为什么胡老师的数学课没有动画?,1,51,6262
余秘书长又被爆料，余琦秘书长后续，余琦对不当言行致歉 #余琦 #外交豁免权后续 #后续更精彩 #广东成人高考 #京师木铎教育,1,51,6263
如果偶遇韦神在食堂吃饭，你想和他说点什么？生活质朴，大道至简，心中有数！#韦神 #韦东奕 #韦神韦东奕 #韦东奕一代数学天才 #韦东奕韦神,1,51,6264
教你用最简单的方式解决精神内耗,18,5,6265
北大教授 经济学家徐高  解读2024上半年中国经济与市场,1,5,6266
使不完的牛劲,2,5,6267
舞文弄墨 | 天涯神贴：老记者首次爆料，真实的政商圈子，篇六。,1,5,6268
祛魅第四弹，不要崇拜别人的天生特质，因为这会让我们不断贬低自己，且“永无翻身之日”，因为有太多天生特质是我们无法改变的，它和人的好坏没有关系，只是出厂设置,1,5,6269
总有黑粉让我挑战高难度,1,5,6270
这一刻男的智商仿佛达到了顶峰,1,5,6271
女儿高考查分后，爸爸太激动半夜大声叫醒睡熟儿子：你姐619分,3,5,6272
张雪峰就是上个世纪的骗局，努力学习，努力考研和学历真的是你唯一出路吗？,1,5,6273
【无痛高数】所有数都是无理数？有关无限所有困惑的答案（上）,1,5,6274
东方甄选做APP，开双直播，直播间数据掉的很严重，是被平台限流吗？,12,2,6275
张雪峰，未来什么行业吃香？想年薪百万的看过来！,1,3,6276
【猫meme】脱粉出道后被前担下黑了,1,2,6277
“爱情是一个无解的辩题”,13,2,6278
揭露慰安妇惨状的韩国电影，日军丧心病狂的恶行，看得我愤怒不已,17,2,6279
能花您20s吗？就20s，非常感谢您！对不起打扰。,1,2,6280
姜萍事件大结局，阿里巴巴竞赛37名决赛选手递交联名信要求彻查姜萍 阿里数赛选手联名信,1,89,6281
阿里巴巴数学竞赛第六题，数列思维！,20,2,6282
当老师查到学生成绩被屏蔽瞬间，整个办公室都沸腾了,1,2,6283
【航空拍摄】远机位不用摆渡车？用腿！舟山普陀山机场飞机起飞全过程纪实！,1,2,6284
姜萍：清华北大，很强吗？,1,2,6285
高考总分750分，他考了744,1,2,6286
张雪峰不惜得罪资本，为社会底层发言，结果被资本家封杀！,1,2,6287
数学全班第一☝️的快乐谁懂啊❗️,1,2,6288
中国好声音赞助商遭抵制！,1,2,6289
姜萍事件最后会不会以此收尾呢…,15,5,6290
舞文弄墨 | 天涯神贴：老记者首次爆料，真实的政商圈子，篇八。,1,5,6291
姜萍同学和丁真同学谁更厉害？,1,5,6292
雷军 面相解读 “沾酒色财气了吗？”,1,5,6293
女版韦神！！！,1,5,6294
秃崽以前在推特的言论(补档),1,5,6295
很好奇他在思考什么,1,5,6296
有的人光是活着，就已经用尽全力！,1,5,6297
姜萍成绩是否造假?世界记忆冠军大卫哥连麦阿里公司员工，这个员工说他也认为姜萍造假，但是矛盾应该指向谁确实是个需要认真思考的问题，大家觉得怎么样？,1,5,6298
不会的题该不该看答案？,1,5,6299
数学天才中专生的逆袭之路：热爱、伯乐、机会 三个温暖变量创造奇迹｜红星talk·有话说,1,5,6300
你的择偶天花板,1,5,6301
女孩高考成绩被屏蔽4天，一排小字有惊喜“全省前50”！校方回应,1,5,6302
国外声乐老师如何评价 袁娅维 x 单依纯《永不失联的爱 + 消失的爱人》天赐的声音2合唱舞台 REACTION,18,2,6303
不花钱！不翻墙！实时联网！用AI工具写文档、写报告，做ppt、做流程图！,1,2,6304
《亿万光年》官方CG：跃迁启航，迎战新未知,1,2,6305
于东来现身郑州：老板有100万分员工50万大家都是受益者,1,2,6306
薄海纸鱼退化史,17,89,6307
姜萍数学竞赛有没有作弊 从状态可以看出,1,89,6308
室友滥交染上艾滋，却坚持要生下肚子里的孩子。我劝她为自己和孩子考虑，打掉孩子好好治病。她却白眼一翻：「如果你知道孩子爸是谁，你只会说我命好。」,1,89,6309
中国将再向加沙地带提供1500万元人民币的食品、药品等紧急人道主义物资援助，以帮助受冲突影响的加沙人民。此前中国已提供100万美元现汇援助。,1,89,6310
因为那可是复旦啊！,1,89,6311
点进来学顶级换元思维！球坐标＋不等式放缩（竞赛）,1,89,6312
破案，姜萍事件唯一的可能就是阿里主动造假,1,89,6313
美国机械博士连麦，没点水平真听不懂,1,89,6314
【闺蜜组】高斯goh触发被动“猫猫嘲讽小鲨鱼”,1,89,6315
30岁 我接受了爸爸的新伴侣,1,89,6316
特朗普2024超燃宣传片,1,89,6317
痛心疾首！年仅17岁的张志杰赛场倒地送医不治身亡！节哀！,1,89,6318
大得拖着走！雨后女子楼上看到40斤大鱼，赶紧跑到楼下去捡,1,89,6319
千万不要入住这个酒店！深夜会有杀人狂追杀你！,1,89,6320
55岁林志玲出演17岁高中生，感觉演教导主任更好一点,1,89,6321
也来蹭一波姜萍事件：比功利主义更悲哀的是阿q精神和虚假共同体意识,1,89,6322
女网红拍“割喉”视频，俄军持枪录视频喊话乌克兰男人：羞耻吗？,1,89,6323
甜甜圈回国后反思,20,7,6324
卖课集美对骂骂不过要报警，然后拉黑,1,7,6325
【纪录片】大自然的女王 01 非洲女王,1,7,6326
重大的数学发现：无穷大的平方居然等于三分之一,1,7,6327
最喜欢的兄弟跟女神跑路了！！！,1,7,6328
我真是受够了女性优秀就要陷入无限自证的时代了，现在都开始造谣姜萍了是吧,1,7,6329
六爻测网传蜥蜴人,1,7,6330
NAME和染女见习真诚交流：同期女团都消失了，希望大家加油-,1,7,6331
挑战姜萍83分月考卷,1,7,6332
当我在夸克以 最高分（750） 填报时……,1,7,6333
张艺兴感动道:“世勋来了吗？”,20,13,6334
6月24日，陕西汉中。男生高考前右手骨折，最终考了714分。网友：没有什么能阻挡学霸拿高分！,1,13,6335
【bd5m】网恋被骗上锁？,1,13,6336
十年后，你的儿子问你什么是姜萍主=6（阿里巴巴数学竞赛疑似造假）,1,13,6337
僵王博士事件绝杀无解！官方公众号直接背刺老师！彻底坐实海量聊天记录真实性！,1,13,6338
叫你光看手机，叫你看毛毛,1,13,6339
死亡的凶手？奇闻奇案,1,13,6340
60多年后，人们才知道上刑场前他回头在找什么,1,13,6341
交大研究生毕业想投身国防全场爆赞,1,13,6342
这画质和现实有什么区别？,1,13,6343
理想道歉了？,1,13,6344
张云龙娜扎路透名场面！观众还被消音了！谁能拒绝娜扎的拜托呢？！,1,13,6345
刘亦菲22年影视路背后的资本！陈金飞到底是谁？,1,13,6346
实战堪舆第十弹,1,13,6347
比较干净的评论区——合理质疑jp！（学信网截图）,1,13,6348
柳神”柳智宇回应和“韦神”韦东奕之间的区别。,1,13,6349
别玩了 退市吧或者空仓休息,1,13,6350
半小时速通拉普拉斯变换基础,1,13,6351
见过这么高智商的小比熊吗？,18,12,6352
什么是银鞋,1,12,6353
“看到危险并行动，这是智慧。看到，危险，并行动，这是智慧。纯真的心，是不会伤害别人的，只因你还没有看到。”,1,12,6354
我弟叫卤蛋糕，因为小时候经常生病，村里的神医取的名字,1,12,6355
号称“东方小牛顿”，多年以后，他创建了“粒子力学”！,2,12,6356
姜萍事件如果被石锤后，最倒霉的谁？全身而退的又是谁？,1,12,6357
“数学不会骗你，因为数学不会就是不会”,1,12,6358
韩国经济现状,1,12,6359
弥天大谎！姜萍根本不在浙江大学名单里！,1,12,6360
姜萍加油加油,1,12,6361
⚡爸爸 欧多桑⚡3.0,1,12,6362
【最强大脑，记忆赛道是剧本吗】大卫哥科学评审【宇宙记忆之神郭菲蓉】目前的记忆实力,1,12,6363
第二十个阿里日，有你真好,1,12,6364
我查到了雀巢工作室不发奖金的真相,1,12,6365
暴雪&现任CEO深处的秘密与黑暗【历史、发展与资本！】,1,12,6366
央视网怒批：公租房成公职人员的隐形福利，腐败乱象触目惊心,1,12,6367
