Title,URL,Author,Date,Playbacks,Flash_comments,Duration
王闰秋造假铁证，闹剧结束！真相公布于众！世间再无中专天才，只剩少女姜萍。,https://www.bilibili.com/video/BV1uf421Q7Ax/,僚立,· 6-21,2.6万,3,00:25,2024/06/26
自古涟漪佳绝地  一夜爆火天才姜萍的家乡 一个神奇的江苏县城 涟水 这期跟随文行的镜头从南京电驴骑行200多公里走进中国涟水,https://www.bilibili.com/video/BV1EJ4m1T7xt/,文行电驴骑行分享,· 6-20,1647,0,06:33,2024/06/26
姜萍事件看法,https://www.bilibili.com/video/BV1LT421a7Ex/,热心市民绫小路--,· 3小时前,303,0,00:13,2024/06/26
赵斌给姜萍道歉？赵老师发文辟谣～抖音评论区（图1是假冒）,https://www.bilibili.com/video/BV1mi421e7dv/,三水游梦,· 昨天,1493,1,00:56,2024/06/26
我已道歉，姜萍事件豪赌500万的赵斌认‘’怂‘’了，姜萍加油，你是最棒的，希望你去浙大上暑假班碾压浙大数学天才为我们江苏争一口气！,https://www.bilibili.com/video/BV1nT421Y7np/,综艺娱乐官方,· 昨天,3.4万,3,01:56,2024/06/26
不是姜萍作弊，比赛作弊经历？,https://www.bilibili.com/video/BV151421k7iz/,爱串门的小马驹,· 6-23,9880,106,01:01,2024/06/26
真相大白？难以置信？姜萍换身职业装，直播决赛！,https://www.bilibili.com/video/BV1wT421Y7Qz/,榆钱斗斗斗,· 6-23,11.4万,109,00:33,2024/06/26
华罗庚&amp;姜萍  历史总是惊人的相似！！！,https://www.bilibili.com/video/BV1jm421577j/,何须早起,· 6-17,4.4万,38,00:30,2024/06/26
我已经把姜萍同学八十三分的中专试卷做了详细解答,https://www.bilibili.com/video/BV1dggQeWEnB/,阿巴阿巴真没必要,· 6-21,26.8万,9,00:35,2024/06/26
为什么全网都在质疑姜萍的成绩？原因在这,https://www.bilibili.com/video/BV1HZ421M7uq/,娱乐前线突击,· 6-20,3608,0,04:29,2024/06/26
姜萍决赛现场，用实力来让某些人闭嘴吧！,https://www.bilibili.com/video/BV1xKgzeBEti/,沐沐微课,· 6-23,11.2万,38,00:11,2024/06/26
狗仔最新消息!姜萍已回老家和家人庆祝!疑赛决赛考得很好!,https://www.bilibili.com/video/BV1Ui421e7w2/,是绅士汤呀,· 6-24,8373,3,01:18,2024/06/26
真相大白？难以置信？姜萍换身职业装，直播决赛！,https://www.bilibili.com/video/BV1wT421Y7Qz/,榆钱斗斗斗,· 6-23,11.4万,109,00:33,2024/06/26
华罗庚&amp;姜萍  历史总是惊人的相似！！！,https://www.bilibili.com/video/BV1jm421577j/,何须早起,· 6-17,4.4万,38,00:30,2024/06/26
我已经把姜萍同学八十三分的中专试卷做了详细解答,https://www.bilibili.com/video/BV1dggQeWEnB/,阿巴阿巴真没必要,· 6-21,26.8万,9,00:35,2024/06/26
为什么全网都在质疑姜萍的成绩？原因在这,https://www.bilibili.com/video/BV1HZ421M7uq/,娱乐前线突击,· 6-20,3608,0,04:29,2024/06/26
姜萍决赛现场，用实力来让某些人闭嘴吧！,https://www.bilibili.com/video/BV1xKgzeBEti/,沐沐微课,· 6-23,11.2万,38,00:11,2024/06/26
狗仔最新消息!姜萍已回老家和家人庆祝!疑赛决赛考得很好!,https://www.bilibili.com/video/BV1Ui421e7w2/,是绅士汤呀,· 6-24,8373,3,01:18,2024/06/26
曝姜萍被北科大教授接走！现场力证不会作弊，已有百余位网红打卡,https://www.bilibili.com/video/BV1B1421r7NJ/,抓马视频,· 6-18,10.9万,3,01:10,2024/06/26
五百万人观看姜萍阿里决赛！！！姜萍终于证明了自己！！！！-,https://www.bilibili.com/video/BV14z421z7ce/,娱乐前线突击,· 昨天,1.1万,0,03:10,2024/06/26
真相就在眼？紧张刺激？五百万人看姜萍决策直播，你支持她吗？,https://www.bilibili.com/video/BV1qZ421M7mc/,榆钱斗斗斗,· 6-23,2.8万,54,03:13,2024/06/26
关于姜萍作弊事件的一些重要证据,https://www.bilibili.com/video/BV1MS411A7v4/,陶喆的音乐难产房,· 6-22,1.9万,4,00:36,2024/06/26
彻底结束!!姜萍熟人匿名爆料全部真相!闹剧就此收尾!-,https://www.bilibili.com/video/BV1QS411w7t3/,娱乐前线突击,· 昨天,5020,2,08:24,2024/06/26
北大硕士打假姜萍，我有点信了,https://www.bilibili.com/video/BV1Fy411B7Pz/,瓜姨太,· 6-19,5.3万,7,00:20,2024/06/26
姜萍闹剧该结束了，中专生就是中专生，一个中专生取得这样的成绩本来就不正常，不正常的事情被质疑难道就不行吗？这就像疫情假期的线上考试，遥遥落后的人却成了遥遥领先！,https://www.bilibili.com/video/BV1Qm421V7Az/,甄机坊,· 6-19,7250,0,02:02,2024/06/26
“达摩院否认曾要求姜萍再次答题”上热搜 不久媒体删稿,https://www.bilibili.com/video/BV19s421T7rD/,青蜂侠-Bee,· 6-18,4.9万,0,00:42,2024/06/26
从姜萍想到的一些,https://www.bilibili.com/video/BV16s3Be8E5a/,正经的王成,· 2小时前,7,0,01:46,2024/06/26
姜萍事件：消失的姜萍，她到底去哪了？,https://www.bilibili.com/video/BV1Kn4y1X7sX/,热门追踪后续,· 6-22,1.1万,0,02:13,2024/06/26
姜萍 VS 韦东奕 VS 高斯,https://www.bilibili.com/video/BV1qr421F7hZ/,竞赛王权老师,· 6-16,4.6万,9,00:08,2024/06/26
浙大邀请姜萍参加暑假班，爽文名场面要来了！,https://www.bilibili.com/video/BV1s4421S7HR/,旅仙生,· 6-24,3.6万,11,00:20,2024/06/26
姜萍的推崇者的数学水平,https://www.bilibili.com/video/BV1Upg6e1Egi/,传奇数学家jumping,· 6-23,2.6万,16,00:07,2024/06/26
张雪峰谈姜萍,https://www.bilibili.com/video/BV1kcg9eMEAc/,七国战纪,· 6-22,6096,0,00:51,2024/06/26
阿里数赛选手联名信孙金元:我远远不如姜萍，因为我完全看不懂偏微分方程。,https://www.bilibili.com/video/BV1R4421Q73F/,亚洲老大李景亮,· 6-23,6.7万,6,01:05,2024/06/26
姜萍都火到国外去了,https://www.bilibili.com/video/BV1T4421D7Cb/,m魔法世界,· 6-23,909,0,02:25,2024/06/26
重生之我是姜萍 E01，从数学天才到修仙奇才,https://www.bilibili.com/video/BV1m6g5eMEKz/,烦人的修仙者,· 6-20,633,0,00:43,2024/06/26
姜萍父亲采访，不知为何没夸姜萍数学方面的天赋,https://www.bilibili.com/video/BV1Qi421a7fu/,是绅士汤呀,· 6-23,3828,0,01:06,2024/06/26
“那个出500万的狗呢？把钱打给姜萍！”逆天。,https://www.bilibili.com/video/BV1sDgzeBE3z/,校园第五霸,· 6-23,6867,0,00:52,2024/06/26
姜萍妈妈将要10万粉,https://www.bilibili.com/video/BV1LT421Y76s/,亖亖亖亖龟,· 6-20,1.4万,8,01:40,2024/06/26
我是真的爱姜萍，21天收益1100姜萍三天贡献800,https://www.bilibili.com/video/BV18S411N7BD/,唯物史者1,· 6-22,9.8万,2,00:50,2024/06/26
姜萍事件说明没有不卖的,https://www.bilibili.com/video/BV1TM4m1U7Q4/,离吃鸡只有一步之遥,· 6-24,5807,4,00:51,2024/06/26
姜萍确实在初赛作弊成绩造假了，问题不大。小红书却有一名自称不懂数学却能分析的头头是道的人，逆天！,https://www.bilibili.com/video/BV1Xz421B7Et/,甄机坊,· 6-24,1380,0,02:33,2024/06/26
姜萍父亲开心的接过两箱大铁牛和5000元,https://www.bilibili.com/video/BV1Fy411B7Lu/,资深de魔法师,· 6-22,6140,5,01:20,2024/06/26
“姜萍那边还没缓过来，这边又出来了～”,https://www.bilibili.com/video/BV1CM4m1m7ki/,质心教育官方账号,· 6-19,3.8万,3,00:35,2024/06/26
姜萍老师数学竞赛获得全球125名：如果有领路人 或许我的人生也会不一样 所以我尽可能来帮助他们,https://www.bilibili.com/video/BV1cT421e7zH/,凤凰网,· 6-14,7.6万,10,00:47,2024/06/26
这件事情，如果是假的，最惨的就是姜萍本人了吧,https://www.bilibili.com/video/BV1fBgSesEsP/,NGA下饭时间,· 6-21,1.1万,0,01:08,2024/06/26
浙江大学“拒绝”姜萍的评论区,https://www.bilibili.com/video/BV1y4421S7rD/,SyriaX困兽,· 6-16,8.8万,6,00:40,2024/06/26
姜萍事件让我再次看到互联网的精彩,https://www.bilibili.com/video/BV1WZ421M7T8/,孙吧记录者,· 6-20,9281,3,00:43,2024/06/26
姜萍决赛引发剧烈关注，如果真涉嫌造假，其背后团队恐将牢狱之灾,https://www.bilibili.com/video/BV1yy411q7Sd/,娱乐前线突击,· 6-22,1.3万,0,00:48,2024/06/26
姜萍在线教女主播数学,https://www.bilibili.com/video/BV1pjgre6EfM/,姜氵苹喜欢学数学,· 6-23,5008,0,04:28,2024/06/26
王闰秋透露，姜萍已回学校，准备期末考试,https://www.bilibili.com/video/BV1xy411q7YY/,赛里斯抽象导师,· 昨天,1.2万,6,00:10,2024/06/26
姜萍说要有主,https://www.bilibili.com/video/BV1pz421z7SN/,布茶-,· 6-22,1万,0,00:13,2024/06/26
姜萍的闹剧该结束了,https://www.bilibili.com/video/BV1HzgQeeEg3/,dy小坚果,· 6-21,4330,0,00:13,2024/06/26
姜萍妈妈已入驻抖音，涨粉海量，后续将开启直播带货,https://www.bilibili.com/video/BV1dm42137Gr/,百米扬程,· 6-22,4818,0,00:31,2024/06/26
200万人观看姜萍决赛！！姜萍可能真有实力！！,https://www.bilibili.com/video/BV1mw4m1Y7Cv/,热门追踪后续,· 6-23,3.6万,2,01:05,2024/06/26
姜萍在线教女主播数学,https://www.bilibili.com/video/BV1pjgre6EfM/,姜氵苹喜欢学数学,· 6-23,5008,0,04:28,2024/06/26
王闰秋透露，姜萍已回学校，准备期末考试,https://www.bilibili.com/video/BV1xy411q7YY/,赛里斯抽象导师,· 昨天,1.2万,6,00:10,2024/06/26
姜萍说要有主,https://www.bilibili.com/video/BV1pz421z7SN/,布茶-,· 6-22,1万,0,00:13,2024/06/26
姜萍的闹剧该结束了,https://www.bilibili.com/video/BV1HzgQeeEg3/,dy小坚果,· 6-21,4330,0,00:13,2024/06/26
姜萍妈妈已入驻抖音，涨粉海量，后续将开启直播带货,https://www.bilibili.com/video/BV1dm42137Gr/,百米扬程,· 6-22,4818,0,00:31,2024/06/26
200万人观看姜萍决赛！！姜萍可能真有实力！！,https://www.bilibili.com/video/BV1mw4m1Y7Cv/,热门追踪后续,· 6-23,3.6万,2,01:05,2024/06/26
终于看到一个理智评价姜萍的了,https://www.bilibili.com/video/BV1ZKgMeTEzs/,纱莉奈酱,· 6-19,3861,0,00:30,2024/06/26
如果 数学天才与物理天才， 联手！（姜萍&amp;杨建磊）,https://www.bilibili.com/video/BV14J4m1u7hw/,粒子力学,· 6-23,8.5万,48,00:16,2024/06/26
姜萍决赛结束，微笑走出考场！前5稳了！！,https://www.bilibili.com/video/BV1Xw4m1e7bB/,我将-_-点燃星海,· 6-24,2万,4,00:31,2024/06/26
姜萍决赛录像公布，提前一小时交卷，庆幸你们比的不是裁缝，决赛表示没有难，北大赵斌准备500万被打脸吧？,https://www.bilibili.com/video/BV1fD3jeAEgh/,铭亚穿孔机厂家,· 6-24,2.6万,0,00:18,2024/06/26
赵斌向姜萍道歉。姜萍事件了结!北大硕士赵某道歉但拿不出500万!,https://www.bilibili.com/video/BV1sn4y1X7Yk/,大兄弟你去哪,· 昨天,8798,2,01:25,2024/06/26
姜萍阿里巴巴全球数学竞赛决赛交了白卷？！,https://www.bilibili.com/video/BV1zw4m1e7Qq/,资料第一大队,· 6-22,6.5万,1,00:58,2024/06/26
姜萍月考83的卷子，感觉如何,https://www.bilibili.com/video/BV16z421B7Pf/,贴吧乐子,· 6-23,5276,4,00:48,2024/06/26
姜萍事件某视音符评论区现状,https://www.bilibili.com/video/BV164421S7M6/,西北东南旋风财,· 6-21,5.4万,162,00:43,2024/06/26
怎么一天之后那些质疑者都不见了？姜萍同学顺利通过决赛，据报道姜萍很有可能代表中国参加今年的imo，打肿那些质疑人的脸吧！,https://www.bilibili.com/video/BV1PS411A7rt/,大界王肥条,· 6-24,2.4万,4,00:13,2024/06/26
神级反转！赵斌道歉了，称自己也是受害者！姜萍宣传片被主办方修改！,https://www.bilibili.com/video/BV1nz421z7GN/,是绅士汤呀,· 昨天,9963,1,02:17,2024/06/26
姜萍造假实锤后，超话某些逆天言论,https://www.bilibili.com/video/BV1fZ421M7Yf/,亖亖亖亖龟,· 6-21,1.2万,5,01:32,2024/06/26
闹剧结束！真相公即将大白。王闰秋马上道歉，世间再无中专天才，只剩少女姜萍。,https://www.bilibili.com/video/BV1Rb421J76V/,僚立,· 6-21,7521,0,00:17,2024/06/26
北大硕士实名质疑姜萍 花500w赌姜萍作弊,https://www.bilibili.com/video/BV1XT421e7zW/,孙吧记录员,· 6-19,5.6万,9,00:49,2024/06/26
阿里达摩院辟谣:没有证实过姜萍水平,https://www.bilibili.com/video/BV1my411z7yU/,亚洲老大李景亮,· 6-18,5万,3,00:24,2024/06/26
"逆天的内部消息,逆天走出考场#姜萍",https://www.bilibili.com/video/BV18s421M7RF/,Jay木子,· 6-23,12万,22,00:16,2024/06/26
涟水中专发喜报祝贺姜萍，将学校招生简章置顶，网友挤爆评论区,https://www.bilibili.com/video/BV1Qn4y1Q7Lf/,star星视频,· 6-14,12.6万,14,00:29,2024/06/26
一个人带火一座城！涟水文旅，快接住姜萍的热度！,https://www.bilibili.com/video/BV1pb421p7Cy/,赣鄱视界,· 6-16,1.8万,19,00:33,2024/06/26
阿里达摩院全球数学竞赛评委，姜萍要藏不住了,https://www.bilibili.com/video/BV1Sm42137xa/,亖亖亖亖龟,· 6-22,7782,1,00:30,2024/06/26
姜萍不好意思了😊,https://www.bilibili.com/video/BV1Nb421n78B/,资料第一大队,· 3小时前,334,0,00:09,2024/06/26
看了凤凰网狗叫，达摩院印卧涛的回复，我相信姜萍寒门天才,https://www.bilibili.com/video/BV16W3BecEf2/,铭亚穿孔机厂家,· 3小时前,64,0,00:21,2024/06/26
攻击谩骂姜萍者原声复原,https://www.bilibili.com/video/BV18T421a7tf/,卢沐拍恐龙,· 6-20,1.9万,2,01:00,2024/06/26
理性讨论韦东奕厉害还是姜萍厉害,https://www.bilibili.com/video/BV1tz42187PG/,孙吧记录者,· 6-24,1.9万,3,00:24,2024/06/26
200万人观看姜萍决赛！！姜萍终于证明了自己！！！,https://www.bilibili.com/video/BV1Xx4y147pQ/,第一热门跟踪,· 6-23,11.1万,11,01:04,2024/06/26
记者答：不知道，反正采访时没有让姜萍板书,https://www.bilibili.com/video/BV13S411A7Nh/,瓜姨太,· 6-20,17万,3,00:14,2024/06/26
姜萍父亲透露女儿轻松答卷，赵斌发文道歉了！！！-,https://www.bilibili.com/video/BV1Cm42137LA/,娱乐前线突击,· 昨天,6116,0,00:47,2024/06/26
质疑可能让姜萍寒心，或许会前往美国深造，并且选择了第五项决赛，是最难的一项，质疑...,https://www.bilibili.com/video/BV1PE421N7RA/,娱乐前线突击,· 6-23,1万,3,01:49,2024/06/26
&quot;【独家揭秘】初二少年 VS 数学女王姜萍，决赛入场券仅此一张！错过后，你将错过一个时代的灵感碰撞！&quot;,https://www.bilibili.com/video/BV1b1421r7qj/,B站大会员福利君,· 6-21,3.7万,5,00:19,2024/06/26
姜萍事件将迎来重大反转！已有组织资助姜萍贫困生,https://www.bilibili.com/video/BV1Xw4m1e7nv/,娱乐前线突击,· 6-23,1.1万,0,01:26,2024/06/26
姜萍事件已经有人顶不住威胁了,https://www.bilibili.com/video/BV11m42137Ao/,布茶-,· 6-24,4306,0,00:13,2024/06/26
赵斌朋友圈「道歉」黑「姜萍」嫉妒的🤡男人们醒悟吧❗️,https://www.bilibili.com/video/BV1RS421d7ep/,鱼C论坛fishc-com-cn,· 6-24,1.4万,1,00:19,2024/06/26
从姜母穿着即可看出姜萍的成功。,https://www.bilibili.com/video/BV1233BeuEy1/,米线山的小迷妹,· 3小时前,36,0,00:13,2024/06/26
姜萍的同学说决赛完事后，姜萍是带着笑容离开决赛考场，天赋，兴趣和努力是战无不胜的,https://www.bilibili.com/video/BV1bM4m1m7yT/,红色永恒信仰,· 6-24,8730,10,00:50,2024/06/26
基本可以石锤了！揭秘姜萍样板二分之正无穷，真的是抄错？,https://www.bilibili.com/video/BV14J4m1T7Mm/,第一热门跟踪,· 6-19,1.9万,1,01:48,2024/06/26
姜萍认真学习的样子很美，网友绞尽脑汁黑她真的很丑陋,https://www.bilibili.com/video/BV1my411q7JT/,亚洲老大李景亮,· 6-19,4.3万,15,00:17,2024/06/26
姜萍穿自己做的衣服参加决赛阿里数学竞赛,https://www.bilibili.com/video/BV1iC3geCEgB/,何必-宇宙,· 6-23,30.6万,34,00:09,2024/06/26
加油姜萍应该这么回应浙大：预赛对我爱答不理，决赛让你高攀不起,https://www.bilibili.com/video/BV1PM4m1m73Q/,养老大家帮,· 6-21,5263,6,00:47,2024/06/26
从姜母穿着即可看出姜萍的成功。,https://www.bilibili.com/video/BV1233BeuEy1/,米线山的小迷妹,· 3小时前,36,0,00:13,2024/06/26
姜萍的同学说决赛完事后，姜萍是带着笑容离开决赛考场，天赋，兴趣和努力是战无不胜的,https://www.bilibili.com/video/BV1bM4m1m7yT/,红色永恒信仰,· 6-24,8730,10,00:50,2024/06/26
基本可以石锤了！揭秘姜萍样板二分之正无穷，真的是抄错？,https://www.bilibili.com/video/BV14J4m1T7Mm/,第一热门跟踪,· 6-19,1.9万,1,01:48,2024/06/26
姜萍认真学习的样子很美，网友绞尽脑汁黑她真的很丑陋,https://www.bilibili.com/video/BV1my411q7JT/,亚洲老大李景亮,· 6-19,4.3万,15,00:17,2024/06/26
姜萍穿自己做的衣服参加决赛阿里数学竞赛,https://www.bilibili.com/video/BV1iC3geCEgB/,何必-宇宙,· 6-23,30.6万,34,00:09,2024/06/26
加油姜萍应该这么回应浙大：预赛对我爱答不理，决赛让你高攀不起,https://www.bilibili.com/video/BV1PM4m1m73Q/,养老大家帮,· 6-21,5263,6,00:47,2024/06/26
姜萍同款中考试卷，与姜萍同学站在同一视角,https://www.bilibili.com/video/BV1SDgeeAEDa/,阿巴阿巴真没必要,· 6-22,1.1万,6,00:28,2024/06/26
清华教授替姜萍发声,https://www.bilibili.com/video/BV1dS411A78A/,瓜姨太,· 6-20,8万,10,00:10,2024/06/26
央视网评“天才少女”姜萍 承载不了过度的公共期许 天才从来就带有很强的偶然性 并不是通过刻意的培养就能够制造,https://www.bilibili.com/video/BV16i421e7FM/,津云,· 6-17,37.2万,44,00:13,2024/06/26
数学天才姜萍不可能作弊,https://www.bilibili.com/video/BV1Vn4y1X7LL/,m魔法世界,· 6-21,1014,0,01:08,2024/06/26
姜萍已变女团成员!将成为9亿少男的梦,https://www.bilibili.com/video/BV1VS421o7Mk/,是绅士汤呀,· 6-24,1174,0,01:04,2024/06/26
对赌500万的北大博士向姜萍道歉,https://www.bilibili.com/video/BV16i421a7tg/,瓜姨太,· 昨天,5.6万,7,00:12,2024/06/26
姜萍决赛题目曝光，连题目都看不明白，有神童这样说道,https://www.bilibili.com/video/BV1q1421r7iH/,娱乐前线突击,· 6-24,2559,0,00:40,2024/06/26
dy热榜无姜萍!决赛题目放出，dy集体高超,https://www.bilibili.com/video/BV1EH4y1w7KN/,能力与道德,· 6-24,4.1万,2,00:19,2024/06/26
赵斌输给姜萍，500万是津巴布韦币？,https://www.bilibili.com/video/BV19w4m1Y7yH/,娱乐前线突击,· 昨天,4861,3,01:22,2024/06/26
阿里达摩院，6月22号数学决赛见，请天才姜萍优化下自动穿丝？,https://www.bilibili.com/video/BV13fVLedEVw/,铭亚穿孔机厂家,· 6-16,8万,1,00:16,2024/06/26
姜萍老师点赞:没人关心真相，好人就该被枪指着？,https://www.bilibili.com/video/BV1af421B7VR/,亚洲老大李景亮,· 6-20,1.1万,1,00:10,2024/06/26
